songId,title,artist,bpm,category,imageName,isNew,isLocked,searchAcronyms,sheetType,difficulty,level,internalLevelValue,noteDesigner,noteTap,noteHold,noteSlide,noteTouch,noteBreak,noteTotal,regionJp,regionIntl,regionUsa,regionCn,isSpecial,version,internalId,releaseDate
Our Fighting,Our Fighting,クーナ(CV 喜多村英梨)「PHANTASY STAR ONLINE 2」,165,ゲーム＆バラエティ,14781baf4201173e1c8ddf380c97e3894327ee2e0f89ac054398294f0ab26af6,false,false,,std,expert,10+,10.6,Jack,374,31,58,,9,472,false,false,false,false,false,ORANGE PLUS,293,2015-06-05
Our Fighting,Our Fighting,クーナ(CV 喜多村英梨)「PHANTASY STAR ONLINE 2」,165,ゲーム＆バラエティ,14781baf4201173e1c8ddf380c97e3894327ee2e0f89ac054398294f0ab26af6,false,false,,std,master,12,12.5,某S氏,511,31,73,,24,639,false,false,false,false,false,ORANGE PLUS,293,2015-06-05
1/3の純情な感情,1/3の純情な感情,SIAM SHADE [covered by 湯毛],152,POPS＆アニメ,59d6e4bc6052f1c398d9c50aced4c4e581679ce101baeea7ea9babeb73316363,false,false,,std,basic,5,5,-,150,3,3,,4,160,false,false,false,false,false,ORANGE PLUS,356,2015-07-16
1/3の純情な感情,1/3の純情な感情,SIAM SHADE [covered by 湯毛],152,POPS＆アニメ,59d6e4bc6052f1c398d9c50aced4c4e581679ce101baeea7ea9babeb73316363,false,false,,std,advanced,6,6,-,208,2,9,,2,221,false,false,false,false,false,ORANGE PLUS,356,2015-07-16
1/3の純情な感情,1/3の純情な感情,SIAM SHADE [covered by 湯毛],152,POPS＆アニメ,59d6e4bc6052f1c398d9c50aced4c4e581679ce101baeea7ea9babeb73316363,false,false,,std,expert,10,10,Techno Kitchen,249,46,25,,23,343,false,false,false,false,false,ORANGE PLUS,356,2015-07-16
1/3の純情な感情,1/3の純情な感情,SIAM SHADE [covered by 湯毛],152,POPS＆アニメ,59d6e4bc6052f1c398d9c50aced4c4e581679ce101baeea7ea9babeb73316363,false,false,,std,master,12,12,mai-Star,340,65,46,,16,467,false,false,false,false,false,ORANGE PLUS,356,2015-07-16
毒占欲,毒占欲,DECO*27,117,niconico＆ボーカロイド,da7ddc4bc051b9aff57134c4acd62e92253ad139c56d3c6b388610eaef47c67f,false,false,,std,basic,3,3,-,116,3,4,,4,127,false,false,false,false,false,ORANGE,358,2014-11-13
毒占欲,毒占欲,DECO*27,117,niconico＆ボーカロイド,da7ddc4bc051b9aff57134c4acd62e92253ad139c56d3c6b388610eaef47c67f,false,false,,std,advanced,7,7,-,287,16,9,,4,316,false,false,false,false,false,ORANGE,358,2014-11-13
毒占欲,毒占欲,DECO*27,117,niconico＆ボーカロイド,da7ddc4bc051b9aff57134c4acd62e92253ad139c56d3c6b388610eaef47c67f,false,false,,std,expert,10+,10.6,rioN,310,42,27,,11,390,false,false,false,false,false,ORANGE,358,2014-11-13
毒占欲,毒占欲,DECO*27,117,niconico＆ボーカロイド,da7ddc4bc051b9aff57134c4acd62e92253ad139c56d3c6b388610eaef47c67f,false,false,,std,master,13,13,mai-Star,502,46,58,,11,617,false,false,false,false,false,ORANGE,358,2014-11-13
おじゃま虫,おじゃま虫,DECO*27,143,niconico＆ボーカロイド,7da15ccc9f45c6bc5f8a5503659143e58c678d3f06829c8fa2e14018d401b3ab,false,false,,std,basic,2,2,-,127,2,4,,3,136,false,false,false,false,false,ORANGE PLUS,436,2015-09-17
おじゃま虫,おじゃま虫,DECO*27,143,niconico＆ボーカロイド,7da15ccc9f45c6bc5f8a5503659143e58c678d3f06829c8fa2e14018d401b3ab,false,false,,std,advanced,7,7,-,304,24,12,,12,352,false,false,false,false,false,ORANGE PLUS,436,2015-09-17
おじゃま虫,おじゃま虫,DECO*27,143,niconico＆ボーカロイド,7da15ccc9f45c6bc5f8a5503659143e58c678d3f06829c8fa2e14018d401b3ab,false,false,,std,expert,9+,9.6,某S氏,323,32,25,,9,389,false,false,false,false,false,ORANGE PLUS,436,2015-09-17
おじゃま虫,おじゃま虫,DECO*27,143,niconico＆ボーカロイド,7da15ccc9f45c6bc5f8a5503659143e58c678d3f06829c8fa2e14018d401b3ab,false,false,,std,master,12,12,mai-Star,563,34,77,,15,689,false,false,false,false,false,ORANGE PLUS,436,2015-09-17
はじめまして地球人さん,はじめまして地球人さん,ピノキオピー,175,niconico＆ボーカロイド,1ecfd9045a7dff32c12daf3d72f4dd8440b1d631c1fcfaf5dadd046c7036c33b,false,false,,std,basic,5,5,-,127,13,3,,4,147,false,false,false,false,false,ORANGE PLUS,440,2015-07-16
はじめまして地球人さん,はじめまして地球人さん,ピノキオピー,175,niconico＆ボーカロイド,1ecfd9045a7dff32c12daf3d72f4dd8440b1d631c1fcfaf5dadd046c7036c33b,false,false,,std,advanced,7,7,-,201,13,19,,6,239,false,false,false,false,false,ORANGE PLUS,440,2015-07-16
はじめまして地球人さん,はじめまして地球人さん,ピノキオピー,175,niconico＆ボーカロイド,1ecfd9045a7dff32c12daf3d72f4dd8440b1d631c1fcfaf5dadd046c7036c33b,false,false,,std,expert,10,10,はっぴー,289,45,20,,8,362,false,false,false,false,false,ORANGE PLUS,440,2015-07-16
はじめまして地球人さん,はじめまして地球人さん,ピノキオピー,175,niconico＆ボーカロイド,1ecfd9045a7dff32c12daf3d72f4dd8440b1d631c1fcfaf5dadd046c7036c33b,false,false,,std,master,13,13,某S氏,461,11,46,,14,532,false,false,false,false,false,ORANGE PLUS,440,2015-07-16
ヒビカセ,ヒビカセ,GigaReol,140,niconico＆ボーカロイド,ada5f54797b26f08a3de25d17a38530bd93bd1a05ada7ac6198736c8c984e372,false,false,Hibikase|匕匕力也|让其响彻,std,basic,4,4,-,189,11,4,,10,214,false,false,false,false,false,MiLK PLUS,510,2018-08-09
ヒビカセ,ヒビカセ,GigaReol,140,niconico＆ボーカロイド,ada5f54797b26f08a3de25d17a38530bd93bd1a05ada7ac6198736c8c984e372,false,false,Hibikase|匕匕力也|让其响彻,std,advanced,7+,7.6,-,386,15,6,,13,420,false,false,false,false,false,MiLK PLUS,510,2018-08-09
ヒビカセ,ヒビカセ,GigaReol,140,niconico＆ボーカロイド,ada5f54797b26f08a3de25d17a38530bd93bd1a05ada7ac6198736c8c984e372,false,false,Hibikase|匕匕力也|让其响彻,std,expert,11,11,はっぴー,381,43,54,,12,490,false,false,false,false,false,MiLK PLUS,510,2018-08-09
ヒビカセ,ヒビカセ,GigaReol,140,niconico＆ボーカロイド,ada5f54797b26f08a3de25d17a38530bd93bd1a05ada7ac6198736c8c984e372,false,false,Hibikase|匕匕力也|让其响彻,std,master,13,13.1,サファ太,615,67,71,,14,767,false,false,false,false,false,MiLK PLUS,510,2018-08-09
ブリキノダンス,ブリキノダンス,日向電工,172,niconico＆ボーカロイド,9fdb91e2e4187c4c5172afafcd13380ccd608158107119b75aba926dccf0c3f1,false,false,BURIKI NO DANCE,std,basic,5,5,-,202,12,8,,6,228,false,false,false,false,false,MiLK PLUS,525,2018-08-07
ブリキノダンス,ブリキノダンス,日向電工,172,niconico＆ボーカロイド,9fdb91e2e4187c4c5172afafcd13380ccd608158107119b75aba926dccf0c3f1,false,false,BURIKI NO DANCE,std,advanced,7+,7.6,-,418,25,6,,11,460,false,false,false,false,false,MiLK PLUS,525,2018-08-07
ブリキノダンス,ブリキノダンス,日向電工,172,niconico＆ボーカロイド,9fdb91e2e4187c4c5172afafcd13380ccd608158107119b75aba926dccf0c3f1,false,false,BURIKI NO DANCE,std,expert,10+,10.6,サファ太,480,53,22,,20,575,false,false,false,false,false,MiLK PLUS,525,2018-08-07
ブリキノダンス,ブリキノダンス,日向電工,172,niconico＆ボーカロイド,9fdb91e2e4187c4c5172afafcd13380ccd608158107119b75aba926dccf0c3f1,false,false,BURIKI NO DANCE,std,master,12,12.5,緑風 犬三郎,625,5,116,,6,752,false,false,false,false,false,MiLK PLUS,525,2018-08-07
ブリキノダンス,ブリキノダンス,日向電工,172,niconico＆ボーカロイド,9fdb91e2e4187c4c5172afafcd13380ccd608158107119b75aba926dccf0c3f1,false,false,BURIKI NO DANCE,std,remaster,13,13.4,はっぴー,763,32,93,,12,900,false,false,false,false,false,MiLK PLUS,525,2018-08-07
ファッとして桃源郷,ファッとして桃源郷,新庄かなえ(CV:三森すずこ)「てーきゅう」,160,POPS＆アニメ,2bb4572de6d12e415fe1eb226ff599f01148a42b9a11a0bc67aba7462f3c0eaf,false,false,,std,basic,6,6,-,169,15,4,,2,190,false,false,false,false,false,MURASAKi,551,2016-12-15
ファッとして桃源郷,ファッとして桃源郷,新庄かなえ(CV:三森すずこ)「てーきゅう」,160,POPS＆アニメ,2bb4572de6d12e415fe1eb226ff599f01148a42b9a11a0bc67aba7462f3c0eaf,false,false,,std,advanced,6,6,-,251,10,16,,9,286,false,false,false,false,false,MURASAKi,551,2016-12-15
ファッとして桃源郷,ファッとして桃源郷,新庄かなえ(CV:三森すずこ)「てーきゅう」,160,POPS＆アニメ,2bb4572de6d12e415fe1eb226ff599f01148a42b9a11a0bc67aba7462f3c0eaf,false,false,,std,expert,10,10,rioN,322,28,39,,16,405,false,false,false,false,false,MURASAKi,551,2016-12-15
ファッとして桃源郷,ファッとして桃源郷,新庄かなえ(CV:三森すずこ)「てーきゅう」,160,POPS＆アニメ,2bb4572de6d12e415fe1eb226ff599f01148a42b9a11a0bc67aba7462f3c0eaf,false,false,,std,master,13,13.3,はっぴー,452,34,98,,47,631,false,false,false,false,false,MURASAKi,551,2016-12-15
Paradisus-Paradoxum,Paradisus-Paradoxum,MYTH & ROID「Re：ゼロから始める異世界生活」,201,POPS＆アニメ,f3b658d66bdc7d80a66f8f80a6050eed345025ff5912aa80c20e3bd20c9e8ef5,false,false,,dx,basic,4,4,-,79,9,4,9,2,103,false,false,false,false,false,maimaiでらっくす PLUS,10615,2017-06-22
Paradisus-Paradoxum,Paradisus-Paradoxum,MYTH & ROID「Re：ゼロから始める異世界生活」,201,POPS＆アニメ,f3b658d66bdc7d80a66f8f80a6050eed345025ff5912aa80c20e3bd20c9e8ef5,false,false,,dx,advanced,7,7,-,134,16,5,26,2,183,false,false,false,false,false,maimaiでらっくす PLUS,10615,2017-06-22
Paradisus-Paradoxum,Paradisus-Paradoxum,MYTH & ROID「Re：ゼロから始める異世界生活」,201,POPS＆アニメ,f3b658d66bdc7d80a66f8f80a6050eed345025ff5912aa80c20e3bd20c9e8ef5,false,false,,dx,expert,9+,9.6,サファ太,235,33,33,10,14,325,false,false,false,false,false,maimaiでらっくす PLUS,10615,2017-06-22
Paradisus-Paradoxum,Paradisus-Paradoxum,MYTH & ROID「Re：ゼロから始める異世界生活」,201,POPS＆アニメ,f3b658d66bdc7d80a66f8f80a6050eed345025ff5912aa80c20e3bd20c9e8ef5,false,false,,dx,master,12+,12.8,シチミヘルツ,320,20,100,40,20,500,false,false,false,false,false,maimaiでらっくす PLUS,10615,2017-06-22
Paradisus-Paradoxum,Paradisus-Paradoxum,MYTH & ROID「Re：ゼロから始める異世界生活」,201,POPS＆アニメ,f3b658d66bdc7d80a66f8f80a6050eed345025ff5912aa80c20e3bd20c9e8ef5,false,false,,std,basic,5,5,-,121,11,4,,9,145,false,false,false,false,false,MURASAKi PLUS,615,2017-06-22
Paradisus-Paradoxum,Paradisus-Paradoxum,MYTH & ROID「Re：ゼロから始める異世界生活」,201,POPS＆アニメ,f3b658d66bdc7d80a66f8f80a6050eed345025ff5912aa80c20e3bd20c9e8ef5,false,false,,std,advanced,8,8,-,188,27,9,,10,234,false,false,false,false,false,MURASAKi PLUS,615,2017-06-22
Paradisus-Paradoxum,Paradisus-Paradoxum,MYTH & ROID「Re：ゼロから始める異世界生活」,201,POPS＆アニメ,f3b658d66bdc7d80a66f8f80a6050eed345025ff5912aa80c20e3bd20c9e8ef5,false,false,,std,expert,10+,10.6,玉子豆腐,254,27,33,,6,320,false,false,false,false,false,MURASAKi PLUS,615,2017-06-22
Paradisus-Paradoxum,Paradisus-Paradoxum,MYTH & ROID「Re：ゼロから始める異世界生活」,201,POPS＆アニメ,f3b658d66bdc7d80a66f8f80a6050eed345025ff5912aa80c20e3bd20c9e8ef5,false,false,,std,master,13,13.2,はっぴー,381,16,113,,12,522,false,false,false,false,false,MURASAKi PLUS,615,2017-06-22
名探偵連続殺人事件,名探偵連続殺人事件,てにをは,140,niconico＆ボーカロイド,0646d0658a7ec5c7fe560fdf19d386475b71a31129af0cdd506b7f400b19599c,false,false,,std,basic,5,5,-,187,9,8,,4,208,false,false,false,false,false,MURASAKi PLUS,646,2017-11-21
名探偵連続殺人事件,名探偵連続殺人事件,てにをは,140,niconico＆ボーカロイド,0646d0658a7ec5c7fe560fdf19d386475b71a31129af0cdd506b7f400b19599c,false,false,,std,advanced,6,6,-,256,33,16,,17,322,false,false,false,false,false,MURASAKi PLUS,646,2017-11-21
名探偵連続殺人事件,名探偵連続殺人事件,てにをは,140,niconico＆ボーカロイド,0646d0658a7ec5c7fe560fdf19d386475b71a31129af0cdd506b7f400b19599c,false,false,,std,expert,11,11,サファ太,269,98,51,,25,443,false,false,false,false,false,MURASAKi PLUS,646,2017-11-21
名探偵連続殺人事件,名探偵連続殺人事件,てにをは,140,niconico＆ボーカロイド,0646d0658a7ec5c7fe560fdf19d386475b71a31129af0cdd506b7f400b19599c,false,false,,std,master,12,12,小鳥遊さん,500,75,67,,30,672,false,false,false,false,false,MURASAKi PLUS,646,2017-11-21
あ・え・い・う・え・お・あお!!,あ・え・い・う・え・お・あお!!,劇団ひととせ「ひなこのーと」,145,POPS＆アニメ,a752596dc1a29e8b1db400a2e46680840b69d744c1c1162ec855beb3a327d67f,false,false,,std,basic,4,4,-,116,14,2,,6,138,false,false,false,false,false,MiLK,669,2017-12-14
あ・え・い・う・え・お・あお!!,あ・え・い・う・え・お・あお!!,劇団ひととせ「ひなこのーと」,145,POPS＆アニメ,a752596dc1a29e8b1db400a2e46680840b69d744c1c1162ec855beb3a327d67f,false,false,,std,advanced,8,8,-,193,40,17,,13,263,false,false,false,false,false,MiLK,669,2017-12-14
あ・え・い・う・え・お・あお!!,あ・え・い・う・え・お・あお!!,劇団ひととせ「ひなこのーと」,145,POPS＆アニメ,a752596dc1a29e8b1db400a2e46680840b69d744c1c1162ec855beb3a327d67f,false,false,,std,expert,10+,10.6,rioN,287,50,22,,11,370,false,false,false,false,false,MiLK,669,2017-12-14
あ・え・い・う・え・お・あお!!,あ・え・い・う・え・お・あお!!,劇団ひととせ「ひなこのーと」,145,POPS＆アニメ,a752596dc1a29e8b1db400a2e46680840b69d744c1c1162ec855beb3a327d67f,false,false,,std,master,12+,12.9,玉子豆腐,418,38,53,,31,540,false,false,false,false,false,MiLK,669,2017-12-14
This game,This game,鈴木このみ「ノーゲーム・ノーライフ」,147,POPS＆アニメ,1bd402fbbe7abb7cbc1df497d5f5e516a1834d4a65b18fcf2917ad9eb0cd8bf7,false,false,,std,basic,4,4,-,100,8,4,,4,116,false,false,false,false,false,MiLK,678,2018-01-23
This game,This game,鈴木このみ「ノーゲーム・ノーライフ」,147,POPS＆アニメ,1bd402fbbe7abb7cbc1df497d5f5e516a1834d4a65b18fcf2917ad9eb0cd8bf7,false,false,,std,advanced,7,7,-,162,8,14,,4,188,false,false,false,false,false,MiLK,678,2018-01-23
This game,This game,鈴木このみ「ノーゲーム・ノーライフ」,147,POPS＆アニメ,1bd402fbbe7abb7cbc1df497d5f5e516a1834d4a65b18fcf2917ad9eb0cd8bf7,false,false,,std,expert,11+,11.6,玉子豆腐,239,35,53,,19,346,false,false,false,false,false,MiLK,678,2018-01-23
This game,This game,鈴木このみ「ノーゲーム・ノーライフ」,147,POPS＆アニメ,1bd402fbbe7abb7cbc1df497d5f5e516a1834d4a65b18fcf2917ad9eb0cd8bf7,false,false,,std,master,13,13.3,某S氏,346,53,69,,60,528,false,false,false,false,false,MiLK,678,2018-01-23
Los! Los! Los!,Los! Los! Los!,ターニャ・デグレチャフ(CV.悠木碧)「幼女戦記」,240,POPS＆アニメ,9ea8644506f34a8016fb30f21f1792f3e01702a6d57fb2687e121e4885a41d5a,false,false,,std,basic,4,4,-,89,10,6,,2,107,false,false,false,false,false,MiLK,679,2018-01-23
Los! Los! Los!,Los! Los! Los!,ターニャ・デグレチャフ(CV.悠木碧)「幼女戦記」,240,POPS＆アニメ,9ea8644506f34a8016fb30f21f1792f3e01702a6d57fb2687e121e4885a41d5a,false,false,,std,advanced,8,8,-,234,17,10,,4,265,false,false,false,false,false,MiLK,679,2018-01-23
Los! Los! Los!,Los! Los! Los!,ターニャ・デグレチャフ(CV.悠木碧)「幼女戦記」,240,POPS＆アニメ,9ea8644506f34a8016fb30f21f1792f3e01702a6d57fb2687e121e4885a41d5a,false,false,,std,expert,11,11,LabiLabi,287,41,18,,15,361,false,false,false,false,false,MiLK,679,2018-01-23
Los! Los! Los!,Los! Los! Los!,ターニャ・デグレチャフ(CV.悠木碧)「幼女戦記」,240,POPS＆アニメ,9ea8644506f34a8016fb30f21f1792f3e01702a6d57fb2687e121e4885a41d5a,false,false,,std,master,12,12,rioN,353,50,60,,10,473,false,false,false,false,false,MiLK,679,2018-01-23
ガヴリールドロップキック,ガヴリールドロップキック,ガヴリール（富田美憂），ヴィーネ（大西沙織），サターニャ（大空直美），ラフィエル（花澤香菜）「ガヴリールドロップアウト」,168,POPS＆アニメ,adb8d47f179554035b059d29001dc52f2827cf9d21125645125339325693b90c,false,false,,std,basic,5,5,-,112,6,4,,4,126,false,false,false,false,false,MiLK,697,2018-04-17
ガヴリールドロップキック,ガヴリールドロップキック,ガヴリール（富田美憂），ヴィーネ（大西沙織），サターニャ（大空直美），ラフィエル（花澤香菜）「ガヴリールドロップアウト」,168,POPS＆アニメ,adb8d47f179554035b059d29001dc52f2827cf9d21125645125339325693b90c,false,false,,std,advanced,7+,7.6,-,155,29,13,,15,212,false,false,false,false,false,MiLK,697,2018-04-17
ガヴリールドロップキック,ガヴリールドロップキック,ガヴリール（富田美憂），ヴィーネ（大西沙織），サターニャ（大空直美），ラフィエル（花澤香菜）「ガヴリールドロップアウト」,168,POPS＆アニメ,adb8d47f179554035b059d29001dc52f2827cf9d21125645125339325693b90c,false,false,,std,expert,9+,9.6,はっぴー,250,40,11,,11,312,false,false,false,false,false,MiLK,697,2018-04-17
ガヴリールドロップキック,ガヴリールドロップキック,ガヴリール（富田美憂），ヴィーネ（大西沙織），サターニャ（大空直美），ラフィエル（花澤香菜）「ガヴリールドロップアウト」,168,POPS＆アニメ,adb8d47f179554035b059d29001dc52f2827cf9d21125645125339325693b90c,false,false,,std,master,12+,12.7,玉子豆腐,293,54,71,,29,447,false,false,false,false,false,MiLK,697,2018-04-17
アンチクロックワイズ,アンチクロックワイズ,After the Rain（そらる×まふまふ）,186,POPS＆アニメ,13291edc8d4a8fe904456a1e171eac0d3f1fc66dd2f2b5b5b555623db04e1e09,false,false,,std,basic,6,6,-,140,10,7,,2,159,false,false,false,false,false,MiLK PLUS,743,2018-06-21
アンチクロックワイズ,アンチクロックワイズ,After the Rain（そらる×まふまふ）,186,POPS＆アニメ,13291edc8d4a8fe904456a1e171eac0d3f1fc66dd2f2b5b5b555623db04e1e09,false,false,,std,advanced,8,8,-,221,9,15,,2,247,false,false,false,false,false,MiLK PLUS,743,2018-06-21
アンチクロックワイズ,アンチクロックワイズ,After the Rain（そらる×まふまふ）,186,POPS＆アニメ,13291edc8d4a8fe904456a1e171eac0d3f1fc66dd2f2b5b5b555623db04e1e09,false,false,,std,expert,10,10,はっぴー,229,30,24,,8,291,false,false,false,false,false,MiLK PLUS,743,2018-06-21
アンチクロックワイズ,アンチクロックワイズ,After the Rain（そらる×まふまふ）,186,POPS＆アニメ,13291edc8d4a8fe904456a1e171eac0d3f1fc66dd2f2b5b5b555623db04e1e09,false,false,,std,master,11+,11.6,緑風 犬三郎,293,13,68,,13,387,false,false,false,false,false,MiLK PLUS,743,2018-06-21
アンチクロックワイズ,アンチクロックワイズ,After the Rain（そらる×まふまふ）,186,POPS＆アニメ,13291edc8d4a8fe904456a1e171eac0d3f1fc66dd2f2b5b5b555623db04e1e09,false,false,,std,remaster,13,13.3,はっぴー,377,17,82,,19,495,false,false,false,false,false,MiLK PLUS,743,2018-06-21
SHINY DAYS,SHINY DAYS,亜咲花,110,POPS＆アニメ,846c4d40997355f0c747e53cf280f07838f9af921473606c52529b3bb6e8bf1a,false,false,,std,basic,3,3,-,86,7,2,,3,98,false,false,false,false,false,FiNALE,787,2018-12-13
SHINY DAYS,SHINY DAYS,亜咲花,110,POPS＆アニメ,846c4d40997355f0c747e53cf280f07838f9af921473606c52529b3bb6e8bf1a,false,false,,std,advanced,6,6,-,177,18,11,,6,212,false,false,false,false,false,FiNALE,787,2018-12-13
SHINY DAYS,SHINY DAYS,亜咲花,110,POPS＆アニメ,846c4d40997355f0c747e53cf280f07838f9af921473606c52529b3bb6e8bf1a,false,false,,std,expert,8+,8.6,はっぴー,176,17,17,,5,215,false,false,false,false,false,FiNALE,787,2018-12-13
SHINY DAYS,SHINY DAYS,亜咲花,110,POPS＆アニメ,846c4d40997355f0c747e53cf280f07838f9af921473606c52529b3bb6e8bf1a,false,false,,std,master,12+,12.6,はっぴー,287,10,59,,3,359,false,false,false,false,false,FiNALE,787,2018-12-13
only my railgun,only my railgun,fripSide,143,POPS＆アニメ,4540b88cf6d1249c8341d34526b270bf4bd1ad74f5a92e581eea3de71401d2db,false,false,,std,basic,4,4,-,138,10,2,,4,154,false,false,false,false,false,FiNALE,790,2018-12-13
only my railgun,only my railgun,fripSide,143,POPS＆アニメ,4540b88cf6d1249c8341d34526b270bf4bd1ad74f5a92e581eea3de71401d2db,false,false,,std,advanced,7,7,-,220,19,7,,6,252,false,false,false,false,false,FiNALE,790,2018-12-13
only my railgun,only my railgun,fripSide,143,POPS＆アニメ,4540b88cf6d1249c8341d34526b270bf4bd1ad74f5a92e581eea3de71401d2db,false,false,,std,expert,10,10,華火職人,249,44,34,,20,347,false,false,false,false,false,FiNALE,790,2018-12-13
only my railgun,only my railgun,fripSide,143,POPS＆アニメ,4540b88cf6d1249c8341d34526b270bf4bd1ad74f5a92e581eea3de71401d2db,false,false,,std,master,11,11,緑風 犬三郎,352,12,91,,4,459,false,false,false,false,false,FiNALE,790,2018-12-13
only my railgun,only my railgun,fripSide,143,POPS＆アニメ,4540b88cf6d1249c8341d34526b270bf4bd1ad74f5a92e581eea3de71401d2db,false,false,,std,remaster,12+,12.6,LabiLabi,465,3,62,,22,552,false,false,false,false,false,FiNALE,790,2018-12-13
お気に召すまま,お気に召すまま,Eve,143,niconico＆ボーカロイド,f0a9b3e8efce30e0ec6440c2db530d95b840ee30515b0c72067f409d13074981,false,false,,std,basic,4,4,-,197,7,8,,3,215,false,false,false,false,false,FiNALE,831,2019-04-26
お気に召すまま,お気に召すまま,Eve,143,niconico＆ボーカロイド,f0a9b3e8efce30e0ec6440c2db530d95b840ee30515b0c72067f409d13074981,false,false,,std,advanced,7+,7.6,-,356,23,9,,5,393,false,false,false,false,false,FiNALE,831,2019-04-26
お気に召すまま,お気に召すまま,Eve,143,niconico＆ボーカロイド,f0a9b3e8efce30e0ec6440c2db530d95b840ee30515b0c72067f409d13074981,false,false,,std,expert,10,10,サファ太,386,69,32,,10,497,false,false,false,false,false,FiNALE,831,2019-04-26
お気に召すまま,お気に召すまま,Eve,143,niconico＆ボーカロイド,f0a9b3e8efce30e0ec6440c2db530d95b840ee30515b0c72067f409d13074981,false,false,,std,master,11,11,緑風 犬三郎,512,33,129,,5,679,false,false,false,false,false,FiNALE,831,2019-04-26
お気に召すまま,お気に召すまま,Eve,143,niconico＆ボーカロイド,f0a9b3e8efce30e0ec6440c2db530d95b840ee30515b0c72067f409d13074981,false,false,,std,remaster,13,13,はっぴー,612,23,144,,4,783,false,false,false,false,false,FiNALE,831,2019-04-26
徒花ネクロマンシー,徒花ネクロマンシー,フランシュシュ,172,POPS＆アニメ,082a66b182549091a5a17a6378ac3f908c416bc6f6d93f1a6077a85dfe556ddc,false,false,Adabana Necromancy,dx,basic,3,3,-,73,17,2,6,2,100,false,false,false,false,false,maimaiでらっくす,11062,2019-10-04
徒花ネクロマンシー,徒花ネクロマンシー,フランシュシュ,172,POPS＆アニメ,082a66b182549091a5a17a6378ac3f908c416bc6f6d93f1a6077a85dfe556ddc,false,false,Adabana Necromancy,dx,advanced,7,7,-,181,12,8,12,5,218,false,false,false,false,false,maimaiでらっくす,11062,2019-10-04
