songId,songTitle,artist,category,version,sheetType,difficulty,level,internalLevelValue,noteDesigner,noteTap,noteHold,noteSlide,noteTouch,noteBreak,noteTotal,isSpecial,dxdata,divingFish
41,Chu Chu,moumoon［PV］,POPS＆アニメ,,std,basic,4,4,-,167,3,3,,3,176,false,true,false
41,Chu Chu,moumoon［PV］,POPS＆アニメ,,std,advanced,5,5,-,224,4,5,,5,238,false,true,false
41,Chu Chu,moumoon［PV］,POPS＆アニメ,,std,expert,7,7,(無し),257,16,6,,1,280,false,true,false
41,Chu Chu,moumoon［PV］,POPS＆アニメ,,std,master,9,9,(無し),444,8,4,,15,471,false,true,false
42,jelly,capsule [cover],POPS＆アニメ,maimai,std,basic,5,5,-,97,4,4,,3,108,false,true,true
42,jelly,capsule [cover],POPS＆アニメ,maimai,std,advanced,8,8,-,119,29,4,,10,162,false,true,true
42,jelly,capsule [cover],POPS＆アニメ,maimai,std,expert,9,9,譜面-100号,189,50,11,,6,256,false,true,true
42,jelly,capsule [cover],POPS＆アニメ,maimai,std,master,12,12.4,ニャイン,305,17,21,,3,346,false,true,true
43,愛を止めないで,倖田來未［PV］,POPS＆アニメ,,std,basic,3,3,-,73,15,4,,2,94,false,true,false
43,愛を止めないで,倖田來未［PV］,POPS＆アニメ,,std,advanced,6,6,-,132,45,4,,2,183,false,true,false
43,愛を止めないで,倖田來未［PV］,POPS＆アニメ,,std,expert,8,8,(無し),152,25,20,,4,201,false,true,false
43,愛を止めないで,倖田來未［PV］,POPS＆アニメ,,std,master,10,10,(無し),161,15,46,,12,234,false,true,false
44,ハッピーシンセサイザ,EasyPop,niconico＆ボーカロイド,maimai,std,basic,5,5,-,108,2,1,,3,114,false,true,true
44,ハッピーシンセサイザ,EasyPop,niconico＆ボーカロイド,maimai,std,advanced,7+,7.6,-,157,18,6,,8,189,false,true,true
44,ハッピーシンセサイザ,EasyPop,niconico＆ボーカロイド,maimai,std,expert,9+,9.6,譜面-100号,240,27,9,,4,280,false,true,true
44,ハッピーシンセサイザ,EasyPop,niconico＆ボーカロイド,maimai,std,master,12,12.5,ニャイン,236,27,30,,4,297,false,true,true
45,Choo Choo TRAIN,EXILE［PV］,POPS＆アニメ,,std,basic,4,4,-,107,18,12,,3,140,false,true,false
45,Choo Choo TRAIN,EXILE［PV］,POPS＆アニメ,,std,advanced,5,5,-,145,17,6,,4,172,false,true,false
45,Choo Choo TRAIN,EXILE［PV］,POPS＆アニメ,,std,expert,8,8,(無し),277,33,38,,10,358,false,true,false
45,Choo Choo TRAIN,EXILE［PV］,POPS＆アニメ,,std,master,10,10,(無し),270,57,66,,44,437,false,true,false
46,ルカルカ★ナイトフィーバー,samfree,niconico＆ボーカロイド,maimai,std,basic,6,6,-,105,,7,,2,114,false,true,true
46,ルカルカ★ナイトフィーバー,samfree,niconico＆ボーカロイド,maimai,std,advanced,7+,7.6,-,213,7,3,,7,230,false,true,true
46,ルカルカ★ナイトフィーバー,samfree,niconico＆ボーカロイド,maimai,std,expert,9,9,譜面-100号,199,50,5,,6,260,false,true,true
46,ルカルカ★ナイトフィーバー,samfree,niconico＆ボーカロイド,maimai,std,master,11+,11.6,ニャイン,319,34,14,,14,381,false,true,true
47,源平大戦絵巻テーマソング,新小田夢童 ＆ キラ★ロッソ,ゲーム＆バラエティ,maimai,std,basic,6,6,-,127,11,12,,2,152,false,true,true
47,源平大戦絵巻テーマソング,新小田夢童 ＆ キラ★ロッソ,ゲーム＆バラエティ,maimai,std,advanced,8,8,-,178,29,5,,19,231,false,true,true
47,源平大戦絵巻テーマソング,新小田夢童 ＆ キラ★ロッソ,ゲーム＆バラエティ,maimai,std,expert,10+,10.6,譜面-100号,312,12,20,,32,376,false,true,true
47,源平大戦絵巻テーマソング,新小田夢童 ＆ キラ★ロッソ,ゲーム＆バラエティ,maimai,std,master,12+,12.8,ニャイン,325,32,50,,21,428,false,true,true
47,源平大戦絵巻テーマソング,新小田夢童 ＆ キラ★ロッソ,ゲーム＆バラエティ,maimai,std,remaster,14+,14.6,舞舞10年ズ（チャンとはっぴー）,512,16,144,,50,722,false,true,true
49,アイデンティティ,サカナクション［cover］,POPS＆アニメ,,std,basic,5,5,-,165,7,2,,2,176,false,true,false
49,アイデンティティ,サカナクション［cover］,POPS＆アニメ,,std,advanced,7,7,-,198,22,4,,2,226,false,true,false
49,アイデンティティ,サカナクション［cover］,POPS＆アニメ,,std,expert,8,8,(無し),190,22,22,,6,240,false,true,false
49,アイデンティティ,サカナクション［cover］,POPS＆アニメ,,std,master,9,9,(無し),295,29,32,,5,361,false,true,false
53,美しく燃える森,東京スカパラダイスオーケストラ [cover],POPS＆アニメ,maimai,std,basic,6,6,-,120,8,4,,2,134,false,true,true
53,美しく燃える森,東京スカパラダイスオーケストラ [cover],POPS＆アニメ,maimai,std,advanced,7,7,-,177,15,6,,1,199,false,true,true
53,美しく燃える森,東京スカパラダイスオーケストラ [cover],POPS＆アニメ,maimai,std,expert,9,9,譜面-100号,179,39,8,,4,230,false,true,true
53,美しく燃える森,東京スカパラダイスオーケストラ [cover],POPS＆アニメ,maimai,std,master,10+,10.6,畳返し,349,21,1,,4,375,false,true,true
54,ヘビーローテーション,AKB48［PV］,POPS＆アニメ,,std,basic,3,3,-,132,14,5,,3,154,false,true,false
54,ヘビーローテーション,AKB48［PV］,POPS＆アニメ,,std,advanced,6,6,-,229,22,5,,3,259,false,true,false
54,ヘビーローテーション,AKB48［PV］,POPS＆アニメ,,std,expert,7,7,(無し),301,40,8,,7,356,false,true,false
54,ヘビーローテーション,AKB48［PV］,POPS＆アニメ,,std,master,9,9,(無し),383,20,38,,6,447,false,true,false
55,CAN'T GET BACK,w-inds.［PV］,POPS＆アニメ,,std,basic,3,3,-,109,3,3,,2,117,false,true,false
55,CAN'T GET BACK,w-inds.［PV］,POPS＆アニメ,,std,advanced,6,6,-,139,13,4,,3,159,false,true,false
55,CAN'T GET BACK,w-inds.［PV］,POPS＆アニメ,,std,expert,8,8,(無し),168,35,21,,2,226,false,true,false
55,CAN'T GET BACK,w-inds.［PV］,POPS＆アニメ,,std,master,9,9,(無し),235,17,20,,10,282,false,true,false
56,ウッーウッーウマウマ(ﾟ∀ﾟ),Caramell/Caramelldansen [cover],POPS＆アニメ,maimai,std,basic,6,6,-,222,2,4,,2,230,false,true,true
56,ウッーウッーウマウマ(ﾟ∀ﾟ),Caramell/Caramelldansen [cover],POPS＆アニメ,maimai,std,advanced,8,8,-,314,6,12,,2,334,false,true,true
56,ウッーウッーウマウマ(ﾟ∀ﾟ),Caramell/Caramelldansen [cover],POPS＆アニメ,maimai,std,expert,9+,9.6,譜面-100号,413,,5,,8,426,false,true,true
56,ウッーウッーウマウマ(ﾟ∀ﾟ),Caramell/Caramelldansen [cover],POPS＆アニメ,maimai,std,master,13,13.4,ニャイン,514,1,11,,16,542,false,true,true
58,Endless World,RYOHEI KOHNO/保立美和子,maimai,maimai PLUS,std,basic,5,5,-,83,16,5,,6,110,false,true,true
58,Endless World,RYOHEI KOHNO/保立美和子,maimai,maimai PLUS,std,advanced,7,7,-,122,38,9,,6,175,false,true,true
58,Endless World,RYOHEI KOHNO/保立美和子,maimai,maimai PLUS,std,expert,11,11,はっぴー,219,89,30,,3,341,false,true,true
58,Endless World,RYOHEI KOHNO/保立美和子,maimai,maimai PLUS,std,master,13,13,ニャイン,254,57,75,,12,398,false,true,true
58,Endless World,RYOHEI KOHNO/保立美和子,maimai,maimai PLUS,std,remaster,13,13.4,Jack,383,49,86,,22,540,false,true,true
59,PON PON PON,きゃりーぱみゅぱみゅ［PV］,POPS＆アニメ,,std,basic,4,4,-,213,1,3,,3,220,false,true,false
59,PON PON PON,きゃりーぱみゅぱみゅ［PV］,POPS＆アニメ,,std,advanced,7,7,-,257,6,9,,4,276,false,true,false
59,PON PON PON,きゃりーぱみゅぱみゅ［PV］,POPS＆アニメ,,std,expert,8,8,(無し),309,13,8,,10,340,false,true,false
59,PON PON PON,きゃりーぱみゅぱみゅ［PV］,POPS＆アニメ,,std,master,9,9,(無し),343,27,21,,20,411,false,true,false
60,New World,w-inds.［PV］,POPS＆アニメ,,std,basic,4,4,-,155,12,4,,2,173,false,true,false
60,New World,w-inds.［PV］,POPS＆アニメ,,std,advanced,6,6,-,188,20,5,,10,223,false,true,false
60,New World,w-inds.［PV］,POPS＆アニメ,,std,expert,7,7,(無し),222,26,17,,17,282,false,true,false
60,New World,w-inds.［PV］,POPS＆アニメ,,std,master,9,9,(無し),277,58,21,,13,369,false,true,false
61,Beat Of Mind,Hiro「Crackin’DJ」,ゲーム＆バラエティ,maimai,std,basic,6,6,-,181,9,4,,3,197,false,true,true
61,Beat Of Mind,Hiro「Crackin’DJ」,ゲーム＆バラエティ,maimai,std,advanced,9,9,-,258,14,6,,8,286,false,true,true
61,Beat Of Mind,Hiro「Crackin’DJ」,ゲーム＆バラエティ,maimai,std,expert,12+,12.7,譜面-100号,352,27,19,,4,402,false,true,true
61,Beat Of Mind,Hiro「Crackin’DJ」,ゲーム＆バラエティ,maimai,std,master,12,12.5,ニャイン,230,94,12,,15,351,false,true,true
61,Beat Of Mind,Hiro「Crackin’DJ」,ゲーム＆バラエティ,maimai,std,remaster,14,14.2,はっぴー,595,42,129,,11,777,false,true,true
62,檄！帝国華撃団(改),「サクラ大戦」,ゲーム＆バラエティ,maimai,std,basic,5,5,-,105,14,4,,2,125,false,true,true
62,檄！帝国華撃団(改),「サクラ大戦」,ゲーム＆バラエティ,maimai,std,advanced,7,7,-,142,21,13,,27,203,false,true,true
62,檄！帝国華撃団(改),「サクラ大戦」,ゲーム＆バラエティ,maimai,std,expert,9,9,譜面-100号,125,25,43,,12,205,false,true,true
62,檄！帝国華撃団(改),「サクラ大戦」,ゲーム＆バラエティ,maimai,std,master,10+,10.6,ニャイン,146,36,45,,8,235,false,true,true
62,檄！帝国華撃団(改),「サクラ大戦」,ゲーム＆バラエティ,maimai,std,remaster,13,13.1,ぴちネコ,329,31,69,,44,473,false,true,true
63,メランコリック,Junky,niconico＆ボーカロイド,maimai,std,basic,7,7,-,154,26,10,,2,192,false,true,true
63,メランコリック,Junky,niconico＆ボーカロイド,maimai,std,advanced,7+,7.6,-,175,9,10,,3,197,false,true,true
63,メランコリック,Junky,niconico＆ボーカロイド,maimai,std,expert,9,9,maimai TEAM,203,44,19,,8,274,false,true,true
63,メランコリック,Junky,niconico＆ボーカロイド,maimai,std,master,11+,11.6,maimai TEAM,241,52,26,,4,323,false,true,true
64,教えて!! 魔法のLyric,ちょむP <advanced mix>,niconico＆ボーカロイド,maimai,std,basic,7,7,-,177,19,8,,6,210,false,true,true
64,教えて!! 魔法のLyric,ちょむP <advanced mix>,niconico＆ボーカロイド,maimai,std,advanced,8,8,-,209,33,8,,3,253,false,true,true
64,教えて!! 魔法のLyric,ちょむP <advanced mix>,niconico＆ボーカロイド,maimai,std,expert,9+,9.6,maimai TEAM,251,60,11,,4,326,false,true,true
64,教えて!! 魔法のLyric,ちょむP <advanced mix>,niconico＆ボーカロイド,maimai,std,master,12,12.4,maimai TEAM,357,24,7,,36,424,false,true,true
65,ZIGG-ZAGG,Junky,niconico＆ボーカロイド,maimai,std,basic,7,7,-,192,20,6,,4,222,false,true,true
65,ZIGG-ZAGG,Junky,niconico＆ボーカロイド,maimai,std,advanced,7+,7.6,-,155,20,6,,8,189,false,true,true
65,ZIGG-ZAGG,Junky,niconico＆ボーカロイド,maimai,std,expert,9,9,maimai TEAM,235,31,18,,7,291,false,true,true
65,ZIGG-ZAGG,Junky,niconico＆ボーカロイド,maimai,std,master,11,11,maimai TEAM,265,29,33,,4,331,false,true,true
65,ZIGG-ZAGG,Junky,niconico＆ボーカロイド,maimai,std,remaster,12,12.5,はっぴー,208,28,116,,6,358,false,true,true
66,ワールズエンド・ダンスホール,wowaka,niconico＆ボーカロイド,maimai,std,basic,7,7,-,137,17,14,,2,170,false,true,true
66,ワールズエンド・ダンスホール,wowaka,niconico＆ボーカロイド,maimai,std,advanced,8,8,-,212,32,10,,4,258,false,true,true
66,ワールズエンド・ダンスホール,wowaka,niconico＆ボーカロイド,maimai,std,expert,9+,9.6,譜面-100号,280,27,17,,4,328,false,true,true
66,ワールズエンド・ダンスホール,wowaka,niconico＆ボーカロイド,maimai,std,master,13,13,ニャイン,416,,20,,28,464,false,true,true
66,ワールズエンド・ダンスホール,wowaka,niconico＆ボーカロイド,maimai,std,remaster,13,13.3,はっぴー,461,62,100,,13,636,false,true,true
67,パンダヒーロー,ハチ,niconico＆ボーカロイド,maimai,std,basic,6,6,-,128,6,8,,4,146,false,true,true
67,パンダヒーロー,ハチ,niconico＆ボーカロイド,maimai,std,advanced,7+,7.6,-,142,49,5,,9,205,false,true,true
67,パンダヒーロー,ハチ,niconico＆ボーカロイド,maimai,std,expert,9+,9.6,maimai TEAM,209,52,13,,4,278,false,true,true
67,パンダヒーロー,ハチ,niconico＆ボーカロイド,maimai,std,master,12,12.4,ニャイン,258,91,17,,13,379,false,true,true
68,オレンジの夏,Hiro/タクマロ,maimai,maimai,std,basic,6,6,-,157,15,5,,2,179,false,true,true
68,オレンジの夏,Hiro/タクマロ,maimai,maimai,std,advanced,7+,7.6,-,154,49,7,,1,211,false,true,true
68,オレンジの夏,Hiro/タクマロ,maimai,maimai,std,expert,10,10,ニャイン,221,31,16,,7,275,false,true,true
68,オレンジの夏,Hiro/タクマロ,maimai,maimai,std,master,12,12.4,ニャイン,293,33,29,,16,371,false,true,true
69,BaBan!! －甘い罠－,Hiro/永江理奈,maimai,maimai,std,basic,6,6,-,186,7,4,,3,200,false,true,true
69,BaBan!! －甘い罠－,Hiro/永江理奈,maimai,maimai,std,advanced,8+,8.6,-,234,45,5,,4,288,false,true,true
69,BaBan!! －甘い罠－,Hiro/永江理奈,maimai,maimai,std,expert,12,12.5,譜面-100号,236,75,18,,4,333,false,true,true
69,BaBan!! －甘い罠－,Hiro/永江理奈,maimai,maimai,std,master,12,12.5,maimai TEAM,381,48,20,,8,457,false,true,true
70,ジングルベル,SEGA Sound Unit [H.],maimai,maimai,std,basic,6,6,-,139,13,2,,3,157,false,true,true
70,ジングルベル,SEGA Sound Unit [H.],maimai,maimai,std,advanced,7+,7.6,-,149,26,5,,5,185,false,true,true
70,ジングルベル,SEGA Sound Unit [H.],maimai,maimai,std,expert,10+,10.6,譜面-100号,282,18,18,,14,332,false,true,true
70,ジングルベル,SEGA Sound Unit [H.],maimai,maimai,std,master,14,14.4,チャン@DP皆伝,564,27,37,,20,648,false,true,true
70,ジングルベル,SEGA Sound Unit [H.],maimai,maimai,std,remaster,14,14.2,チャン@DP皆伝,450,63,124,,100,737,false,true,true
71,マトリョシカ,ハチ,niconico＆ボーカロイド,maimai,std,basic,6,6,-,191,4,4,,3,202,false,true,true
71,マトリョシカ,ハチ,niconico＆ボーカロイド,maimai,std,advanced,8+,8.6,-,196,10,11,,12,229,false,true,true
71,マトリョシカ,ハチ,niconico＆ボーカロイド,maimai,std,expert,9+,9.6,maimai TEAM,297,35,11,,13,356,false,true,true
71,マトリョシカ,ハチ,niconico＆ボーカロイド,maimai,std,master,11+,11.6,譜面-100号,422,7,17,,8,454,false,true,true
71,マトリョシカ,ハチ,niconico＆ボーカロイド,maimai,std,remaster,13,13.3,はっぴー,395,26,127,,23,571,false,true,true
73,メグメグ☆ファイアーエンドレスナイト,samfree,niconico＆ボーカロイド,maimai,std,basic,7,7,-,147,12,3,,3,165,false,true,true
73,メグメグ☆ファイアーエンドレスナイト,samfree,niconico＆ボーカロイド,maimai,std,advanced,7+,7.6,-,230,12,12,,4,258,false,true,true
73,メグメグ☆ファイアーエンドレスナイト,samfree,niconico＆ボーカロイド,maimai,std,expert,8+,8.6,maimai TEAM,227,34,18,,9,288,false,true,true
