songId,songTitle,artist,category,version,sheetType,difficulty,level,internalLevelValue,noteDesigner,noteTap,noteHold,noteSlide,noteTouch,noteBreak,noteTotal,isSpecial,dxdata,divingFish
58,Endless World,RYOHEI KOHNO/保立美和子,maimai,maimai PLUS,std,advanced,7,7,-,122,38,9,,6,175,false,true,true
59,PON PON PON,きゃりーぱみゅぱみゅ［PV］,POPS＆アニメ,,std,basic,4,4,-,213,1,3,,3,220,false,true,false
59,PON PON PON,きゃりーぱみゅぱみゅ［PV］,POPS＆アニメ,,std,advanced,7,7,-,257,6,9,,4,276,false,true,false
60,New World,w-inds.［PV］,POPS＆アニメ,,std,basic,4,4,-,155,12,4,,2,173,false,true,false
60,New World,w-inds.［PV］,POPS＆アニメ,,std,advanced,6,6,-,188,20,5,,10,223,false,true,false
61,Beat Of Mind,Hiro「Crackin’DJ」,ゲーム＆バラエティ,maimai,std,basic,6,6,-,181,9,4,,3,197,false,true,true
61,Beat Of Mind,Hiro「Crackin’DJ」,ゲーム＆バラエティ,maimai,std,advanced,9,9,-,258,14,6,,8,286,false,true,true
62,檄！帝国華撃団(改),supercell「化物語」,POPS＆アニメ,maimai,dx,basic,3,3,-,53,18,4,6,3,84,false,true,true
62,檄！帝国華撃団(改),supercell「化物語」,POPS＆アニメ,maimai,dx,advanced,6,6,-,163,18,15,9,4,209,false,true,true
62,檄！帝国華撃団(改),supercell「化物語」,POPS＆アニメ,maimai,std,basic,2,2,-,47,18,2,,3,70,false,true,true
62,檄！帝国華撃団(改),supercell「化物語」,POPS＆アニメ,maimai,std,advanced,7,7,-,151,13,11,,9,184,false,true,true
63,メランコリック,supercell「化物語」,POPS＆アニメ,maimai,dx,basic,3,3,-,53,18,4,6,3,84,false,true,true
63,メランコリック,supercell「化物語」,POPS＆アニメ,maimai,dx,advanced,6,6,-,163,18,15,9,4,209,false,true,true
63,メランコリック,supercell「化物語」,POPS＆アニメ,maimai,std,basic,2,2,-,47,18,2,,3,70,false,true,true
63,メランコリック,supercell「化物語」,POPS＆アニメ,maimai,std,advanced,7,7,-,151,13,11,,9,184,false,true,true
64,教えて!! 魔法のLyric,ちょむP <advanced mix>,niconico＆ボーカロイド,maimai,std,basic,7,7,-,177,19,8,,6,210,false,true,true
64,教えて!! 魔法のLyric,ちょむP <advanced mix>,niconico＆ボーカロイド,maimai,std,advanced,8,8,-,209,33,8,,3,253,false,true,true
65,ZIGG-ZAGG,Junky,niconico＆ボーカロイド,maimai,std,basic,7,7,-,192,20,6,,4,222,false,true,true
65,ZIGG-ZAGG,Junky,niconico＆ボーカロイド,maimai,std,advanced,7+,7.6,-,155,20,6,,8,189,false,true,true
66,ワールズエンド・ダンスホール,supercell「化物語」,POPS＆アニメ,maimai,dx,basic,3,3,-,53,18,4,6,3,84,false,true,true
66,ワールズエンド・ダンスホール,supercell「化物語」,POPS＆アニメ,maimai,dx,advanced,6,6,-,163,18,15,9,4,209,false,true,true
66,ワールズエンド・ダンスホール,supercell「化物語」,POPS＆アニメ,maimai,std,basic,2,2,-,47,18,2,,3,70,false,true,true
66,ワールズエンド・ダンスホール,supercell「化物語」,POPS＆アニメ,maimai,std,advanced,7,7,-,151,13,11,,9,184,false,true,true
67,パンダヒーロー,supercell「化物語」,POPS＆アニメ,maimai,dx,basic,3,3,-,53,18,4,6,3,84,false,true,true
67,パンダヒーロー,supercell「化物語」,POPS＆アニメ,maimai,dx,advanced,6,6,-,163,18,15,9,4,209,false,true,true
67,パンダヒーロー,supercell「化物語」,POPS＆アニメ,maimai,std,basic,2,2,-,47,18,2,,3,70,false,true,true
67,パンダヒーロー,supercell「化物語」,POPS＆アニメ,maimai,std,advanced,7,7,-,151,13,11,,9,184,false,true,true
68,オレンジの夏,supercell「化物語」,POPS＆アニメ,maimai,dx,basic,3,3,-,53,18,4,6,3,84,false,true,true
68,オレンジの夏,supercell「化物語」,POPS＆アニメ,maimai,dx,advanced,6,6,-,163,18,15,9,4,209,false,true,true
68,オレンジの夏,supercell「化物語」,POPS＆アニメ,maimai,std,basic,2,2,-,47,18,2,,3,70,false,true,true
68,オレンジの夏,supercell「化物語」,POPS＆アニメ,maimai,std,advanced,7,7,-,151,13,11,,9,184,false,true,true
69,BaBan!! －甘い罠－,Hiro/永江理奈,maimai,maimai,std,basic,6,6,-,186,7,4,,3,200,false,true,true
69,BaBan!! －甘い罠－,Hiro/永江理奈,maimai,maimai,std,advanced,8+,8.6,-,234,45,5,,4,288,false,true,true
70,ジングルベル,supercell「化物語」,POPS＆アニメ,maimai,dx,basic,3,3,-,53,18,4,6,3,84,false,true,true
70,ジングルベル,supercell「化物語」,POPS＆アニメ,maimai,dx,advanced,6,6,-,163,18,15,9,4,209,false,true,true
70,ジングルベル,supercell「化物語」,POPS＆アニメ,maimai,std,basic,2,2,-,47,18,2,,3,70,false,true,true
70,ジングルベル,supercell「化物語」,POPS＆アニメ,maimai,std,advanced,7,7,-,151,13,11,,9,184,false,true,true
71,マトリョシカ,supercell「化物語」,POPS＆アニメ,maimai,dx,basic,3,3,-,53,18,4,6,3,84,false,true,true
71,マトリョシカ,supercell「化物語」,POPS＆アニメ,maimai,dx,advanced,6,6,-,163,18,15,9,4,209,false,true,true
71,マトリョシカ,supercell「化物語」,POPS＆アニメ,maimai,std,basic,2,2,-,47,18,2,,3,70,false,true,true
71,マトリョシカ,supercell「化物語」,POPS＆アニメ,maimai,std,advanced,7,7,-,151,13,11,,9,184,false,true,true
73,メグメグ☆ファイアーエンドレスナイト,supercell「化物語」,POPS＆アニメ,maimai,dx,basic,3,3,-,53,18,4,6,3,84,false,true,true
73,メグメグ☆ファイアーエンドレスナイト,supercell「化物語」,POPS＆アニメ,maimai,dx,advanced,6,6,-,163,18,15,9,4,209,false,true,true
73,メグメグ☆ファイアーエンドレスナイト,supercell「化物語」,POPS＆アニメ,maimai,std,basic,2,2,-,47,18,2,,3,70,false,true,true
73,メグメグ☆ファイアーエンドレスナイト,supercell「化物語」,POPS＆アニメ,maimai,std,advanced,7,7,-,151,13,11,,9,184,false,true,true
75,天国と地獄,supercell「化物語」,POPS＆アニメ,maimai,dx,basic,3,3,-,53,18,4,6,3,84,false,true,true
75,天国と地獄,supercell「化物語」,POPS＆アニメ,maimai,dx,advanced,6,6,-,163,18,15,9,4,209,false,true,true
75,天国と地獄,supercell「化物語」,POPS＆アニメ,maimai,std,basic,2,2,-,47,18,2,,3,70,false,true,true
75,天国と地獄,supercell「化物語」,POPS＆アニメ,maimai,std,advanced,7,7,-,151,13,11,,9,184,false,true,true
76,きみのためなら死ねる,supercell「化物語」,POPS＆アニメ,maimai,dx,basic,3,3,-,53,18,4,6,3,84,false,true,true
76,きみのためなら死ねる,supercell「化物語」,POPS＆アニメ,maimai,dx,advanced,6,6,-,163,18,15,9,4,209,false,true,true
76,きみのためなら死ねる,supercell「化物語」,POPS＆アニメ,maimai,std,basic,2,2,-,47,18,2,,3,70,false,true,true
76,きみのためなら死ねる,supercell「化物語」,POPS＆アニメ,maimai,std,advanced,7,7,-,151,13,11,,9,184,false,true,true
77,怪盗Rのテーマ,大谷智哉「リズム怪盗R 皇帝ナポレオンの遺産」,ゲーム＆バラエティ,maimai,dx,basic,3,3,-,136,11,4,13,5,169,false,true,true
77,怪盗Rのテーマ,大谷智哉「リズム怪盗R 皇帝ナポレオンの遺産」,ゲーム＆バラエティ,maimai,dx,advanced,6,6,-,226,12,8,26,6,278,false,true,true
77,怪盗Rのテーマ,大谷智哉「リズム怪盗R 皇帝ナポレオンの遺産」,ゲーム＆バラエティ,maimai,std,basic,5,5,-,135,14,10,,6,165,false,true,true
77,怪盗Rのテーマ,大谷智哉「リズム怪盗R 皇帝ナポレオンの遺産」,ゲーム＆バラエティ,maimai,std,advanced,7+,7.6,-,140,53,6,,9,208,false,true,true
78,マリアをはげませ,supercell「化物語」,POPS＆アニメ,maimai,dx,basic,3,3,-,53,18,4,6,3,84,false,true,true
78,マリアをはげませ,supercell「化物語」,POPS＆アニメ,maimai,dx,advanced,6,6,-,163,18,15,9,4,209,false,true,true
78,マリアをはげませ,supercell「化物語」,POPS＆アニメ,maimai,std,basic,2,2,-,47,18,2,,3,70,false,true,true
78,マリアをはげませ,supercell「化物語」,POPS＆アニメ,maimai,std,advanced,7,7,-,151,13,11,,9,184,false,true,true
79,SHOW TIME,幡谷尚史「リズム怪盗R 皇帝ナポレオンの遺産」,ゲーム＆バラエティ,maimai,std,basic,5,5,-,97,5,9,,9,120,false,true,true
79,SHOW TIME,幡谷尚史「リズム怪盗R 皇帝ナポレオンの遺産」,ゲーム＆バラエティ,maimai,std,advanced,6,6,-,137,11,14,,9,171,false,true,true
80,City Escape: Act1,Cash Cash「ソニック ジェネレーションズ」,ゲーム＆バラエティ,maimai,std,basic,5,5,-,133,9,7,,6,155,false,true,true
80,City Escape: Act1,Cash Cash「ソニック ジェネレーションズ」,ゲーム＆バラエティ,maimai,std,advanced,6,6,-,181,8,10,,11,210,false,true,true
81,Rooftop Run: Act1,大谷智哉「ソニック ジェネレーションズ」,ゲーム＆バラエティ,maimai,std,basic,5,5,-,126,17,,,3,146,false,true,true
81,Rooftop Run: Act1,大谷智哉「ソニック ジェネレーションズ」,ゲーム＆バラエティ,maimai,std,advanced,7,7,-,225,30,2,,6,263,false,true,true
82,Reach For The Stars,"大谷智哉, Jean Paul Makhlouf of Cash Cash「ソニック カラーズ」",ゲーム＆バラエティ,maimai,std,basic,5,5,-,68,21,7,,1,97,false,true,true
82,Reach For The Stars,"大谷智哉, Jean Paul Makhlouf of Cash Cash「ソニック カラーズ」",ゲーム＆バラエティ,maimai,std,advanced,8+,8.6,-,203,20,5,,13,241,false,true,true
83,Urban Crusher [Remix],「BORDER BREAK」,ゲーム＆バラエティ,maimai,std,basic,6,6,-,104,14,8,,4,130,false,true,true
83,Urban Crusher [Remix],「BORDER BREAK」,ゲーム＆バラエティ,maimai,std,advanced,9,9,-,260,15,4,,4,283,false,true,true
84,Catch The Future,「BORDER BREAK UNION」メインテーマ,ゲーム＆バラエティ,maimai,std,basic,6,6,-,125,9,3,,4,141,false,true,true
84,Catch The Future,「BORDER BREAK UNION」メインテーマ,ゲーム＆バラエティ,maimai,std,advanced,8+,8.6,-,216,20,5,,2,243,false,true,true
85,JACKY [Remix],「バーチャファイター」,ゲーム＆バラエティ,maimai,std,basic,4,4,-,107,5,3,,4,119,false,true,true
85,JACKY [Remix],「バーチャファイター」,ゲーム＆バラエティ,maimai,std,advanced,7,7,-,137,12,12,,9,170,false,true,true
100,Tell Your World,livetune,niconico＆ボーカロイド,maimai PLUS,std,basic,6,6,-,113,13,8,,4,138,false,true,true
100,Tell Your World,livetune,niconico＆ボーカロイド,maimai PLUS,std,advanced,7,7,-,159,36,17,,13,225,false,true,true
101,おちゃめ機能,supercell「化物語」,POPS＆アニメ,maimai,dx,basic,3,3,-,53,18,4,6,3,84,false,true,true
101,おちゃめ機能,supercell「化物語」,POPS＆アニメ,maimai,dx,advanced,6,6,-,163,18,15,9,4,209,false,true,true
101,おちゃめ機能,supercell「化物語」,POPS＆アニメ,maimai,std,basic,2,2,-,47,18,2,,3,70,false,true,true
101,おちゃめ機能,supercell「化物語」,POPS＆アニメ,maimai,std,advanced,7,7,-,151,13,11,,9,184,false,true,true
102,ダンシング☆サムライ,supercell「化物語」,POPS＆アニメ,maimai,dx,basic,3,3,-,53,18,4,6,3,84,false,true,true
102,ダンシング☆サムライ,supercell「化物語」,POPS＆アニメ,maimai,dx,advanced,6,6,-,163,18,15,9,4,209,false,true,true
102,ダンシング☆サムライ,supercell「化物語」,POPS＆アニメ,maimai,std,basic,2,2,-,47,18,2,,3,70,false,true,true
102,ダンシング☆サムライ,supercell「化物語」,POPS＆アニメ,maimai,std,advanced,7,7,-,151,13,11,,9,184,false,true,true
106,BAD∞END∞NIGHT,ひとしずくP・やま△,niconico＆ボーカロイド,maimai PLUS,dx,basic,4,4,-,146,8,4,12,9,179,false,true,true
106,BAD∞END∞NIGHT,ひとしずくP・やま△,niconico＆ボーカロイド,maimai PLUS,dx,advanced,7+,7.6,-,229,12,6,13,12,272,false,true,true
106,BAD∞END∞NIGHT,ひとしずくP・やま△,niconico＆ボーカロイド,maimai PLUS,std,basic,6,6,-,95,20,7,,5,127,false,true,true
106,BAD∞END∞NIGHT,ひとしずくP・やま△,niconico＆ボーカロイド,maimai PLUS,std,advanced,8+,8.6,-,286,10,2,,16,314,false,true,true
107,ロミオとシンデレラ,supercell「化物語」,POPS＆アニメ,maimai,dx,basic,3,3,-,53,18,4,6,3,84,false,true,true
107,ロミオとシンデレラ,supercell「化物語」,POPS＆アニメ,maimai,dx,advanced,6,6,-,163,18,15,9,4,209,false,true,true
107,ロミオとシンデレラ,supercell「化物語」,POPS＆アニメ,maimai,std,basic,2,2,-,47,18,2,,3,70,false,true,true
107,ロミオとシンデレラ,supercell「化物語」,POPS＆アニメ,maimai,std,advanced,7,7,-,151,13,11,,9,184,false,true,true
108,Sweetiex2,Dixie Flatline,niconico＆ボーカロイド,maimai PLUS,std,basic,5,5,-,101,12,4,,6,123,false,true,true
108,Sweetiex2,Dixie Flatline,niconico＆ボーカロイド,maimai PLUS,std,advanced,6,6,-,196,19,4,,4,223,false,true,true
109,腐れ外道とチョコレゐト,supercell「化物語」,POPS＆アニメ,maimai,dx,basic,3,3,-,53,18,4,6,3,84,false,true,true
109,腐れ外道とチョコレゐト,supercell「化物語」,POPS＆アニメ,maimai,dx,advanced,6,6,-,163,18,15,9,4,209,false,true,true
109,腐れ外道とチョコレゐト,supercell「化物語」,POPS＆アニメ,maimai,std,basic,2,2,-,47,18,2,,3,70,false,true,true
109,腐れ外道とチョコレゐト,supercell「化物語」,POPS＆アニメ,maimai,std,advanced,7,7,-,151,13,11,,9,184,false,true,true
110,Quartet Theme [Reborn],COSIO(ZUNTATA/TAITO)「カルテット」,ゲーム＆バラエティ,maimai PLUS,std,basic,3,3,-,98,12,4,,5,119,false,true,true
110,Quartet Theme [Reborn],COSIO(ZUNTATA/TAITO)「カルテット」,ゲーム＆バラエティ,maimai PLUS,std,advanced,7,7,-,205,43,4,,13,265,false,true,true
111,Sky High [Reborn],大久保 博(BNGI)「デイトナ USA」,ゲーム＆バラエティ,maimai PLUS,std,basic,5,5,-,123,2,6,,4,135,false,true,true
111,Sky High [Reborn],大久保 博(BNGI)「デイトナ USA」,ゲーム＆バラエティ,maimai PLUS,std,advanced,8,8,-,251,19,6,,9,285,false,true,true
112,Like the Wind [Reborn],sampling masters MEGA「パワードリフト」,ゲーム＆バラエティ,maimai PLUS,std,basic,6,6,-,176,11,8,,11,206,false,true,true
112,Like the Wind [Reborn],sampling masters MEGA「パワードリフト」,ゲーム＆バラエティ,maimai PLUS,std,advanced,9,9,-,320,20,4,,18,362,false,true,true
113,YA･DA･YO [Reborn],古代 祐三「ファンタジーゾーン」,ゲーム＆バラエティ,maimai PLUS,std,basic,4,4,-,88,10,4,,4,106,false,true,true
113,YA･DA･YO [Reborn],古代 祐三「ファンタジーゾーン」,ゲーム＆バラエティ,maimai PLUS,std,advanced,8+,8.6,-,225,6,11,,4,246,false,true,true
114,Space Harrier Main Theme [Reborn],佐野 信義「スペースハリアー」,ゲーム＆バラエティ,maimai PLUS,std,basic,6,6,-,148,4,9,,5,166,false,true,true
114,Space Harrier Main Theme [Reborn],佐野 信義「スペースハリアー」,ゲーム＆バラエティ,maimai PLUS,std,advanced,7+,7.6,-,151,24,10,,1,186,false,true,true
115,DADDY MULK -Groove remix-,Performed by SEGA Sound Unit [H.],ゲーム＆バラエティ,maimai GreeN,std,basic,5,5,-,98,17,7,,7,129,false,true,true
